phase294_variant_id,continuation_family_id,continuation_family,selection_rule,primary_pressure_column,secondary_pressure_column,interaction_column,primary_threshold_quantile,secondary_threshold_quantile,interaction_threshold_quantile,spread_state,market_bucket,side_mode,exit_horizon_ticks,selected_event_rows,symbols,trade_dates,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,annualized_denominator,strategy_replay_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,5,259,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,259,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,13,259,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,ALL,ORIG,5,259,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,ALL,ORIG,8,259,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,ALL,ORIG,13,259,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,5,68,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,8,68,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,13,68,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_OPEN_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,OPEN,ORIG,5,68,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_OPEN_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,OPEN,ORIG,8,68,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_OPEN_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,OPEN,ORIG,13,68,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,5,191,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,8,191,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,13,191,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,NONOPEN,ORIG,5,191,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,NONOPEN,ORIG,8,191,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,ANYSPREAD,NONOPEN,ORIG,13,191,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,ALL,PRESSURE_SIGN_CONT,5,250,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,250,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,250,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,ALL,ORIG,5,250,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,ALL,ORIG,8,250,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,ALL,ORIG,13,250,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,5,68,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,8,68,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,13,68,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_OPEN_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,OPEN,ORIG,5,68,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_OPEN_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,OPEN,ORIG,8,68,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_OPEN_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,OPEN,ORIG,13,68,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,5,182,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,182,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,182,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,NONOPEN,ORIG,5,182,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,NONOPEN,ORIG,8,182,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.35,NOTWIDE,NONOPEN,ORIG,13,182,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,5,180,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,180,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,13,180,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,ALL,ORIG,5,180,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,ALL,ORIG,8,180,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,ALL,ORIG,13,180,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,5,50,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,8,50,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,13,50,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_OPEN_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,OPEN,ORIG,5,50,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_OPEN_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,OPEN,ORIG,8,50,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_OPEN_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,OPEN,ORIG,13,50,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,5,130,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,8,130,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,13,130,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,NONOPEN,ORIG,5,130,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,NONOPEN,ORIG,8,130,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,ANYSPREAD,NONOPEN,ORIG,13,130,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,NOTWIDE,ALL,PRESSURE_SIGN_CONT,5,180,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,180,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,180,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,NOTWIDE,ALL,ORIG,5,180,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H8,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,NOTWIDE,ALL,ORIG,8,180,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H13,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,NOTWIDE,ALL,ORIG,13,180,5,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_REPLENISHMENT_ABSORPTION_CONT_P35_S35_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H5,P294_REPLENISHMENT_ABSORPTION_CONT,replenishment_absorption_continuation,"visible replenishment dominance plus consensus pressure, continuation side",replenishment_dominance,abs_consensus_imbalance,spread_compression_score,0.35,0.35,0.55,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,5,50,2,8,1,1,0,0,fixed_initial_capital,0,0,0
