candidate_id,feature,uses_full_top_five_depth,uses_depth_beyond_l1,sign_mode,horizon,threshold_quantile,threshold_abs_value,spread_cap_quantile,spread_cap_bps,churn_floor_quantile,churn_floor,symbols,trade_dates,cost100_trade_rows,cost100_net_pnl_inr,cost100_gross_pnl_inr,cost100_cost_inr,cost100_win_rate,cost100_profit_factor,cost100_avg_net_pnl_per_trade,cost100_max_drawdown_inr,cost150_trade_rows,cost150_net_pnl_inr,cost150_gross_pnl_inr,cost150_cost_inr,cost150_win_rate,cost150_profit_factor,cost150_avg_net_pnl_per_trade,cost150_max_drawdown_inr,cost200_trade_rows,cost200_net_pnl_inr,cost200_gross_pnl_inr,cost200_cost_inr,cost200_win_rate,cost200_profit_factor,cost200_avg_net_pnl_per_trade,cost200_max_drawdown_inr,random_side_net_pnl_inr,random_side_beat,survivor_candidate
P256_AVG_LEVEL_WEIGHTED_DEPTH_IMBALANCE_FOLLOW_H6_TQ0p95_SPQ0p5_CQ0p75,avg_level_weighted_depth_imbalance,1,1,follow,6,0.95,0.6029320854321769,0.5,2.6725913756795983,0.75,80028.5,4,1,16,-2215.9530062099566,-579.69047220372,1636.2625340062368,0.0625,0.03715942089706214,-138.4970628881223,-2139.2342317013004,16,-3034.084273213075,-579.69047220372,2454.3938010093552,0.0625,0.012177778527108425,-189.6302670758172,-2904.73838169767,16,-3852.2155402161934,-579.69047220372,3272.5250680124736,0.0,0.0,-240.7634712635121,-3670.242531694039,-1431.3331282425493,0,0
P256_AVG_DEPTH_BEYOND_L1_QTY_IMBALANCE_FOLLOW_H3_TQ0p95_SPQ0p5_CQ0p5,avg_depth_beyond_l1_qty_imbalance,1,1,follow,3,0.95,0.5792902730551526,0.5,2.6725913756795983,0.5,29584.5,9,1,19,-1985.4206859764186,-87.93977468274376,1897.480911293675,0.10526315789473684,0.017073581849669246,-104.49582557770624,-1870.1689226946723,19,-2934.161141623256,-87.93977468274376,2846.221366940512,0.0,0.0,-154.42953376964505,-2770.9364114612085,19,-3882.901597270093,-87.93977468274376,3794.96182258735,0.0,0.0,-204.36324196158384,-3671.7039002277447,-2112.295281561066,1,0
P256_AVG_DEPTH_BEYOND_L1_QTY_IMBALANCE_REVERSE_H3_TQ0p95_SPQ0p75_CQ0p75,avg_depth_beyond_l1_qty_imbalance,1,1,reverse,3,0.95,0.5792902730551526,0.75,3.4284694119258963,0.75,80028.5,7,1,18,-1967.1041288190709,-50.1492015364535,1916.9549272826173,0.2222222222222222,0.03661559247641394,-109.2835627121706,-1844.8183683514237,18,-2925.5815924603794,-50.1492015364535,2875.4323909239256,0.0,0.0,-162.5323106922433,-2746.047613793521,18,-3884.059056101688,-50.1492015364535,3833.9098545652346,0.0,0.0,-215.781058672316,-3650.5545273222633,-1830.6417660865673,0,0
P256_AVG_DEPTH_SLOPE_ASK_REVERSE_H3_TQ0p95_SPQ0p5_CQ0p75,avg_depth_slope_ask,1,1,reverse,3,0.95,1228.4406250000002,0.5,2.6725913756795983,0.75,80028.5,7,1,22,-1800.2052649751897,418.6314736685182,2218.836738643708,0.13636363636363635,0.026032989999442025,-81.82751204432681,-1694.9510309616917,22,-2909.6236342970437,418.6314736685182,3328.255107965563,0.0,0.0,-132.2556197407747,-2751.742283276798,22,-4019.042003618898,418.6314736685182,4437.673477287416,0.0,0.0,-182.68372743722264,-3808.533535591902,-2306.8526528123793,1,0
P256_AVG_DEPTH_SLOPE_ASK_REVERSE_H3_TQ0p95_SPQ0p5_CQ0p5,avg_depth_slope_ask,1,1,reverse,3,0.95,1228.4406250000002,0.5,2.6725913756795983,0.5,29584.5,7,1,23,-1729.066715070369,581.4490751081759,2310.5157901785446,0.17391304347826086,0.06452115692941081,-75.1768136987117,-1623.812481056871,23,-2884.324610159642,581.4490751081759,3465.773685267818,0.043478260869565216,0.00869494729118619,-125.40541783302791,-2726.443259139395,23,-4039.582505248914,581.4490751081759,4621.031580357089,0.0,0.0,-175.6340219673441,-3829.074037221918,-2235.7141029075583,1,0
P256_AVG_DEPTH_BEYOND_L1_QTY_IMBALANCE_FOLLOW_H10_TQ0p95_SPQ0p5_CQ0p0,avg_depth_beyond_l1_qty_imbalance,1,1,follow,10,0.95,0.5792902730551526,0.5,2.6725913756795983,0.0,536.0,11,1,24,-1737.5233454950417,623.0939680740287,2360.6173135690706,0.25,0.258604253670025,-72.39680606229341,-1704.5456300239357,24,-2917.832002279577,623.0939680740287,3540.925970353606,0.20833333333333334,0.09688308027642371,-121.5763334283157,-2747.0528170875286,24,-4098.140659064113,623.0939680740287,4721.234627138141,0.125,0.030117145317414083,-170.75586079433802,-3879.3885069917624,-2360.223786493322,1,0
P256_AVG_DEPTH_SLOPE_ASK_REVERSE_H3_TQ0p95_SPQ0p5_CQ0p0,avg_depth_slope_ask,1,1,reverse,3,0.95,1228.4406250000002,0.5,2.6725913756795983,0.0,536.0,7,1,24,-1771.989118436637,634.460803953163,2406.4499223898,0.16666666666666666,0.06305682889404345,-73.83287993485987,-1666.7348844231387,24,-2975.2140796315366,634.460803953163,3609.6748835846993,0.041666666666666664,0.008431565956377373,-123.96725331798069,-2817.33272861129,24,-4178.439040826436,634.460803953163,4812.8998447796,0.0,0.0,-174.1016267011015,-3967.9305727994406,-2384.6599639638002,1,0
P256_AVG_DEPTH_CONVEXITY_ASK_FOLLOW_H10_TQ0p95_SPQ0p5_CQ0p75,avg_depth_convexity_ask,1,1,follow,10,0.95,4382.962500000001,0.5,2.6725913756795983,0.75,80028.5,8,1,21,-2058.6430448049414,64.63854787834839,2123.28159268329,0.09523809523809523,0.1296793080142459,-98.03062118118768,-2002.9062258145366,21,-3120.2838411465864,64.63854787834839,3184.9223890249336,0.09523809523809523,0.061781400897953226,-148.5849448165041,-3011.919905149433,21,-4181.924637488231,64.63854787834839,4246.56318536658,0.047619047619047616,0.03380068042719728,-199.13926845182056,-4020.9335844843285,-1809.0331522790489,0,0
P256_AVG_DEPTH_BEYOND_L1_QTY_IMBALANCE_FOLLOW_H10_TQ0p95_SPQ0p9_CQ0p75,avg_depth_beyond_l1_qty_imbalance,1,1,follow,10,0.95,0.5792902730551526,0.9,4.157489561967698,0.75,80028.5,5,1,19,-2080.658485867707,37.200442315465864,2117.8589281831732,0.10526315789473684,0.06958199010800262,-109.50834136145826,-1946.8682465804457,19,-3139.5879499592934,37.200442315465864,3176.788392274759,0.10526315789473684,0.018426560809190796,-165.24147105048914,-2945.1981287512685,19,-4198.51741405088,37.200442315465864,4235.7178563663465,0.05263157894736842,0.001039979988093183,-220.97460073951999,-3943.5280109220907,-2760.7138064131104,1,0
P256_AVG_DEPTH_BEYOND_L1_QTY_IMBALANCE_REVERSE_H10_TQ0p95_SPQ0p75_CQ0p5,avg_depth_beyond_l1_qty_imbalance,1,1,reverse,10,0.95,0.5792902730551526,0.75,3.4284694119258963,0.5,29584.5,9,1,18,-2356.259634204482,-488.5760144725636,1867.6836197319183,0.16666666666666666,0.08228525774551547,-130.90331301136013,-2449.765684790803,18,-3290.101444070441,-488.5760144725636,2801.5254295978775,0.05555555555555555,0.024996473299481275,-182.78341355946895,-3223.7548958012917,18,-4223.9432539364,-488.5760144725636,3735.3672394638365,0.05555555555555555,0.00623925715904545,-234.66351410757775,-4058.9116709663394,-1825.6209354936204,0,0
P256_AVG_DEPTH_BEYOND_L1_QTY_IMBALANCE_REVERSE_H10_TQ0p95_SPQ0p9_CQ0p75,avg_depth_beyond_l1_qty_imbalance,1,1,reverse,10,0.95,0.5792902730551526,0.9,4.157489561967698,0.75,80028.5,5,1,19,-2155.059370498639,-37.200442315465864,2117.8589281831732,0.21052631578947367,0.09530192964761797,-113.42417739466521,-2066.863974178513,19,-3213.9888345902255,-37.200442315465864,3176.788392274759,0.05263157894736842,0.012105488076477601,-169.15730708369608,-3044.7811642736683,19,-4272.918298681812,-37.200442315465864,4235.7178563663465,0.0,0.0,-224.89043677272696,-4043.1110464444905,-2760.7138064131104,1,0
