trade_date,exchange,symbol,symbol_dir,symbol_dir_exists,parquet_files,bytes,read_status,read_error,schema_pass,missing_receive_flow_columns,rows,first_receive_ms,last_receive_ms,session_rows,session_seconds,median_gap_sec,p90_gap_sec,p95_gap_sec,gaps_le_100ms,gaps_le_500ms,gaps_le_1s,gaps_gt_5s,duplicate_receive_ms,receive_ms_monotonic_violations,l1_state_change_rows,depth_qty_change_rows,active_1s_buckets,duckdb_read_status,duckdb_read_error,first_receive_utc,last_receive_utc,session_tick_rate_per_sec,l1_state_change_fraction,depth_qty_change_fraction,receive_flow_feature_ready
2026-07-13,NSE,ITC,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITC,True,1569,54356124,ok,,True,,12379,1783914093966,1783936869211,12372,22485.514,1.25,4.781,5.749,2146,3792,5794,1061,294,0,5370,5370,8755,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:09.211000+00:00,0.5502209111163747,0.43379917602391144,0.43379917602391144,True
2026-07-13,NSE,JUNIORBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES,True,1568,54832707,ok,,True,,17442,1783914310462,1783936882210,17439,22485.999,0.999,4.251,5.019,3599,5780,12469,899,417,0,9646,12792,11799,ok,,2026-07-13 03:45:10.462000+00:00,2026-07-13 10:01:22.210000+00:00,0.7755492651227104,0.5530329090700608,0.7334021327829378,True
2026-07-13,NSE,KOTAKBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK,True,1569,54705403,ok,,True,,14091,1783914093966,1783936869060,14086,22487.016,1.0,4.5135000000000005,5.471,2662,5010,7931,991,496,0,6679,6836,9399,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:09.060000+00:00,0.6264059224220768,0.473990490383933,0.485132353984813,True
2026-07-13,NSE,LT,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=LT,True,1569,55064314,ok,,True,,19466,1783914093966,1783936869211,19459,22485.265,0.749,3.418200000000004,4.7490999999999985,4114,8579,13848,765,874,0,10471,10806,11476,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:09.211000+00:00,0.8654111926188106,0.5379122572690845,0.5551217507448886,True
2026-07-13,NSE,M&M,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=M&M,True,1569,55603819,ok,,True,,25699,1783914093966,1783936900961,25694,22492.016,0.501,1.75,4.282349999999999,6041,12383,21210,509,1284,0,15076,16403,14143,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:40.961000+00:00,1.1423609159801416,0.5866376123584576,0.6382738627962178,True
2026-07-13,NSE,MARUTI,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI,True,1569,55534811,ok,,True,,27645,1783914093966,1783936869060,27640,22496.748,0.502,1.25,4.1370499999999995,6538,13038,23339,367,1314,0,16381,18789,15403,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:09.060000+00:00,1.228622021280587,0.5925483812624345,0.6796527400976669,True
2026-07-13,NSE,NESTLEIND,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND,True,1569,54577884,ok,,True,,12918,1783914093966,1783936870211,12912,22492.013,1.0,4.847799999999999,5.797449999999999,2333,4009,7269,1135,332,0,6586,7568,9033,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:10.211000+00:00,0.5740704489189118,0.5098312432265056,0.5858492026629509,True
2026-07-13,NSE,NIFTYBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES,True,1568,55113499,ok,,True,,22414,1783914310711,1783936882210,22410,22485.5,0.749,2.751,4.538199999999997,5056,10003,17721,646,964,0,12049,14562,13036,ok,,2026-07-13 03:45:10.711000+00:00,2026-07-13 10:01:22.210000+00:00,0.9966422805808187,0.5375658070848577,0.6496832336932274,True
2026-07-13,NSE,ONGC,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ONGC,True,1569,54856635,ok,,True,,17305,1783914093966,1783936869211,17300,22492.765,0.75,4.001,5.0,3527,7056,11488,861,691,0,8820,9175,10641,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:09.211000+00:00,0.7691362089098428,0.5096792834440913,0.5301935856688819,True
2026-07-13,NSE,RELIANCE,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE,True,1569,55637533,ok,,True,,26056,1783914093966,1783936868460,26048,22492.015,0.5,2.001,4.324,6162,13957,21624,613,1567,0,14672,14808,13217,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:08.460000+00:00,1.158099885670537,0.5630948725821308,0.5683143997543751,True
2026-07-13,NSE,SBIN,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SBIN,True,1569,55549327,ok,,True,,24728,1783914093966,1783936869060,24720,22496.499,0.5,2.235100000000024,4.32805,5736,12632,19976,609,1407,0,13902,14090,13082,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:09.060000+00:00,1.0988376458043538,0.562196700097056,0.5697994176641864,True
2026-07-13,NSE,SUNPHARMA,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA,True,1569,54762618,ok,,True,,14610,1783914093966,1783936869060,14604,22496.748,0.9824999999999999,4.5737000000000005,5.4775499999999955,2807,5284,8763,1038,416,0,7469,7921,9570,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:09.060000+00:00,0.6491604919964432,0.5112251882272416,0.5421629021218344,True
2026-07-13,NSE,TCS,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TCS,True,1569,56845524,ok,,True,,36467,1783914093966,1783936868460,36459,22492.016,0.5,1.0,1.25,9133,21532,33709,188,2640,0,21844,21944,16804,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:08.460000+00:00,1.6209751940421881,0.5990073216881016,0.6017495269695889,True
2026-07-13,NSE,TECHM,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TECHM,True,1569,55179402,ok,,True,,19124,1783914093966,1783936869060,19118,22485.264,0.749,3.751,4.851449999999993,4061,8434,13861,826,753,0,10638,11223,11314,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:09.060000+00:00,0.8502457431676141,0.5562643798368542,0.5868542145994562,True
2026-07-13,NSE,ULTRACEMCO,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO,True,1569,54242826,ok,,True,,8386,1783914093966,1783936870211,8382,22487.012,2.2439999999999998,5.7869,6.7696999999999985,996,1682,2495,1424,107,0,3985,4188,6781,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:10.211000+00:00,0.3727485003343263,0.4751967564989268,0.4994037681850704,True
2026-07-13,NSE,WIPRO,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO,True,1569,55414740,ok,,True,,20334,1783914093966,1783936869060,20329,22492.516,0.524,3.25,4.729599999999999,4461,9553,15238,779,928,0,11216,11421,11488,ok,,2026-07-13 03:41:33.966000+00:00,2026-07-13 10:01:09.060000+00:00,0.9038117389802013,0.551588472509098,0.5616701091767483,True
