root,trade_date,exchange,symbol,symbol_dir,parquet_files,bytes,first_file,last_file,discovery_status
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ICICIBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK,892,32126198,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\part-062605_407053-000014.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\part-100126_496570-028537.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,INFY,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=INFY,892,31629099,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=INFY\part-062605_543700-000015.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=INFY\part-100113_270322-028529.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ITBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES,894,30876542,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\part-062605_682267-000016.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\part-100126_622573-028538.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ITC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITC,892,31350471,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITC\part-062605_817390-000017.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITC\part-100126_745885-028539.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,JUNIORBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES,894,31522415,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\part-062605_956663-000018.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\part-100126_870322-028540.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,KOTAKBANK,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK,892,31989996,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\part-062606_134313-000019.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\part-100126_991948-028541.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,LT,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=LT,892,31871986,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=LT\part-062606_274994-000020.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=LT\part-100127_126341-028542.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,M&M,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=M&M,892,31547955,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=M&M\part-062606_408397-000021.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=M&M\part-100127_275178-028543.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,MARUTI,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI,892,31365200,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\part-062606_541546-000022.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\part-100127_396080-028544.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,NESTLEIND,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND,892,30965113,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\part-062606_708199-000023.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\part-100127_534944-028545.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,NIFTYBEES,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES,894,31464910,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\part-062606_871561-000024.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\part-100127_659215-028546.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ONGC,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ONGC,892,31134590,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\part-062607_032914-000025.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\part-100127_783397-028547.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,RELIANCE,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE,893,32081703,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\part-062607_166803-000026.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\part-100127_926700-028548.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,SBIN,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SBIN,893,31749737,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\part-062607_297281-000027.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\part-100128_058790-028549.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,SUNPHARMA,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA,892,31516068,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\part-062607_430516-000028.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\part-100128_181143-028550.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,TCS,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TCS,892,31735785,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TCS\part-062607_576207-000029.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TCS\part-100128_305657-028551.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,TECHM,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TECHM,893,31017941,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\part-062607_717273-000030.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\part-100128_428176-028552.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ULTRACEMCO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO,893,30888286,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\part-062607_847509-000031.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\part-100128_554751-028553.parquet,ok
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,WIPRO,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO,893,31225283,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\part-062607_986353-000032.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\part-100128_686429-028554.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,ADANIPORTS,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ADANIPORTS,641,22399798,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ADANIPORTS\part-073443_831343-000001.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ADANIPORTS\part-100140_507866-020481.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,AXISBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK,641,22940648,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK\part-073443_970901-000002.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK\part-100140_620396-020482.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,BAJAJ-AUTO,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO,641,22287850,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\part-073444_080201-000003.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\part-100140_731059-020483.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,BANKBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES,641,22610326,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\part-073444_224685-000004.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\part-100140_848136-020484.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,BHARTIARTL,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL,640,22431492,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\part-073444_337478-000005.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\part-100109_725200-020453.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,BPCL,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BPCL,640,22142836,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\part-073444_450400-000006.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\part-100109_851351-020454.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,BRITANNIA,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA,641,22100628,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\part-073444_559438-000007.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\part-100140_948824-020485.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,CIPLA,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA,640,22175632,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\part-073444_685953-000008.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\part-100110_070390-020456.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,DRREDDY,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY,641,22216074,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\part-073444_858308-000009.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\part-100141_075547-020486.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,GOLDBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES,641,22425356,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\part-073444_976748-000010.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\part-100141_199842-020487.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,HCLTECH,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH,641,22176067,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\part-073445_125270-000011.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\part-100141_316106-020488.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,HDFCBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK,641,23194299,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\part-073445_239174-000012.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\part-100141_430919-020489.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,HINDUNILVR,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR,641,22359521,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\part-073445_351918-000013.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\part-100141_557253-020490.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,ICICIBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK,641,22984610,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\part-073445_486437-000014.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\part-100141_666872-020491.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,INFY,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=INFY,641,22736564,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=INFY\part-073445_602798-000015.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=INFY\part-100141_770666-020492.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,ITBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES,641,22089190,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\part-073445_718369-000016.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\part-100141_879358-020493.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,ITC,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITC,641,22455233,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITC\part-073445_866169-000017.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITC\part-100142_006553-020494.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,JUNIORBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES,641,22568378,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\part-073445_997997-000018.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\part-100142_116738-020495.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,KOTAKBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK,641,22729760,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\part-073446_107086-000019.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\part-100142_239451-020496.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,LT,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=LT,641,22958116,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=LT\part-073446_226721-000020.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=LT\part-100142_357559-020497.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,M&M,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=M&M,641,22867747,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=M&M\part-073446_344136-000021.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=M&M\part-100142_459029-020498.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,MARUTI,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI,641,22559567,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\part-073446_469930-000022.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\part-100142_602509-020499.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,NESTLEIND,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND,641,22225982,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\part-073446_613957-000023.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\part-100142_710474-020500.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,NIFTYBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES,641,22644435,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\part-073446_725850-000024.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\part-100142_818192-020501.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,ONGC,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ONGC,641,22493341,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\part-073446_843264-000025.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\part-100142_959084-020502.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,RELIANCE,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE,640,23024087,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\part-073446_959823-000026.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\part-100112_301811-020474.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,SBIN,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SBIN,640,22778539,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\part-073447_069045-000027.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\part-100112_430562-020475.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,SUNPHARMA,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA,641,22318682,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\part-073447_183315-000028.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\part-100143_068866-020503.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,TCS,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TCS,641,22407965,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TCS\part-073447_291090-000029.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TCS\part-100143_191036-020504.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,TECHM,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TECHM,641,22183936,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\part-073447_402618-000030.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\part-100143_301299-020505.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,ULTRACEMCO,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO,641,22236338,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\part-073447_534086-000031.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\part-100143_410092-020506.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-08,NSE,WIPRO,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO,641,22169452,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\part-073447_655264-000032.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\part-100143_527368-020507.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,ADANIPORTS,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS,893,31192035,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\part-062603_563467-000001.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\part-100144_494501-028555.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,AXISBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK,892,31570078,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\part-062603_714610-000002.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\part-100125_997677-028533.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,BAJAJ-AUTO,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO,892,31020945,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\part-062603_859366-000003.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\part-100144_647566-028556.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,BANKBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES,894,31580460,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\part-062604_015424-000004.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\part-100144_772018-028557.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,BHARTIARTL,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL,892,32238955,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\part-062604_161207-000005.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\part-100126_122846-028534.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,BPCL,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BPCL,893,30924713,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\part-062604_289867-000006.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\part-100144_934637-028558.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,BRITANNIA,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA,892,30916269,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\part-062604_429679-000007.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\part-100459_570740-028560.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,CIPLA,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA,892,30907690,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\part-062604_571900-000008.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\part-100145_058507-028559.parquet,ok
real_data_sample\l2_multiday_panel,2026-07-09,NSE,DRREDDY,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY,892,31896440,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\part-062604_717234-000009.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\part-100112_873910-028526.parquet,ok
