canonical_work_order_id,panel,symbol,announcement_time_ist,market_session,diagnostic_trade_date,diagnostic_start_rule,description,decision_delay_seconds,horizon_seconds,status,start_ms,start_tick_ms,decision_ms,exit_ms,forced_exit,start_mid,decision_mid,exit_mid,impulse_bps,impulse_side_sign,start_top5_qty,decision_top5_qty,replenishment_ratio,decision_top5_qty_imbalance,decision_l2_l5_qty_imbalance,decision_top5_order_imbalance,entry_long_price,exit_long_price,entry_short_price,exit_short_price,scenario_id,scenario_role,side_sign,side,quantity,buy_value_inr,sell_value_inr,gross_pnl_inr,cost200_inr,net_pnl_inr,cost_model_version,capacity_selected
P373_2026-07-14_HCLTECH_106695829,existing_phase341,HCLTECH,13-Jul-2026 17:41:00,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.1989583333333333,-0.2758620689655172,-0.037037037037037,1189.1,1195.4,1189.0,1195.9,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,84,100455.6,99876.0,-579.6000000000076,165.41454365919998,-745.0145436592077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,1
P373_2026-07-14_HCLTECH_106695847,existing_phase341,HCLTECH,13-Jul-2026 17:46:28,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Press Release,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.1989583333333333,-0.2758620689655172,-0.037037037037037,1189.1,1195.4,1189.0,1195.9,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,84,100455.6,99876.0,-579.6000000000076,165.41454365919998,-745.0145436592077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,1
P373_2026-07-14_HCLTECH_106695856,existing_phase341,HCLTECH,13-Jul-2026 17:49:49,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.1989583333333333,-0.2758620689655172,-0.037037037037037,1189.1,1195.4,1189.0,1195.9,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,84,100455.6,99876.0,-579.6000000000076,165.41454365919998,-745.0145436592077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,0
P373_2026-07-14_HCLTECH_106695864,existing_phase341,HCLTECH,13-Jul-2026 17:53:19,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Dividend,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.1989583333333333,-0.2758620689655172,-0.037037037037037,1189.1,1195.4,1189.0,1195.9,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,84,100455.6,99876.0,-579.6000000000076,165.41454365919998,-745.0145436592077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,0
P373_2026-07-14_HCLTECH_106695871,existing_phase341,HCLTECH,13-Jul-2026 17:55:38,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Record Date,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.1989583333333333,-0.2758620689655172,-0.037037037037037,1189.1,1195.4,1189.0,1195.9,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,84,100455.6,99876.0,-579.6000000000076,165.41454365919998,-745.0145436592077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,0
P373_2026-07-14_HCLTECH_106695928,existing_phase341,HCLTECH,13-Jul-2026 18:20:56,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,General Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.1989583333333333,-0.2758620689655172,-0.037037037037037,1189.1,1195.4,1189.0,1195.9,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,84,100455.6,99876.0,-579.6000000000076,165.41454365919998,-745.0145436592077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,0
P373_2026-07-14_HCLTECH_106695980,existing_phase341,HCLTECH,13-Jul-2026 18:34:52,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Change in Director(s),120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.1989583333333333,-0.2758620689655172,-0.037037037037037,1189.1,1195.4,1189.0,1195.9,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,84,100455.6,99876.0,-579.6000000000076,165.41454365919998,-745.0145436592077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,0
P373_2026-07-14_HCLTECH_106695992,existing_phase341,HCLTECH,13-Jul-2026 18:39:10,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.1989583333333333,-0.2758620689655172,-0.037037037037037,1189.1,1195.4,1189.0,1195.9,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,84,100455.6,99876.0,-579.6000000000076,165.41454365919998,-745.0145436592077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,0
P373_2026-07-14_HCLTECH_106696002,existing_phase341,HCLTECH,13-Jul-2026 18:42:59,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.1989583333333333,-0.2758620689655172,-0.037037037037037,1189.1,1195.4,1189.0,1195.9,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,84,100455.6,99876.0,-579.6000000000076,165.41454365919998,-745.0145436592077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,0
P373_2026-07-14_HCLTECH_106696014,existing_phase341,HCLTECH,13-Jul-2026 18:47:42,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.1989583333333333,-0.2758620689655172,-0.037037037037037,1189.1,1195.4,1189.0,1195.9,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,84,100455.6,99876.0,-579.6000000000076,165.41454365919998,-745.0145436592077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,0
P373_2026-07-14_HCLTECH_106696210,existing_phase341,HCLTECH,13-Jul-2026 21:38:18,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.1989583333333333,-0.2758620689655172,-0.037037037037037,1189.1,1195.4,1189.0,1195.9,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,84,100455.6,99876.0,-579.6000000000076,165.41454365919998,-745.0145436592077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,0
P373_2026-07-14_HCLTECH_106696346,existing_phase341,HCLTECH,13-Jul-2026 23:11:05,post_close,2026-07-14,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,120,900.0,ready,1784000700000.0,1784000700551.0,1784000821052.0,1784001721052.0,0.0,1199.8,1189.05,1195.65,-89.59826637772962,-1.0,32326.0,1920.0,-0.9406050856895378,-0.1989583333333333,-0.2758620689655172,-0.037037037037037,1189.1,1195.4,1189.0,1195.9,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,84,100455.6,99876.0,-579.6000000000076,165.41454365919998,-745.0145436592077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,0
P373_2026-07-14_BHARTIARTL_106696754,existing_phase341,BHARTIARTL,14-Jul-2026 11:58:18,regular_session,2026-07-14,first_real_tick_after_announcement,Press Release,120,900.0,ready,1784010498000.0,1784010498095.0,1784010618844.0,1784011520346.0,0.0,1933.95,1935.75,1935.75,9.307376095555492,1.0,2693.0,3738.0,0.3880430746379502,0.4451578384162654,0.559748427672956,0.1914893617021276,1936.0,1935.7,1935.5,1935.8,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,1.0,long,51,98736.0,98720.7,-15.29999999999768,165.09629064039999,-180.39629064039767,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,0
P373_2026-07-14_KOTAKBANK_106696863,existing_phase341,KOTAKBANK,14-Jul-2026 13:02:56,regular_session,2026-07-14,first_real_tick_after_announcement,ESOP/ESOS/ESPS,120,900.0,ready,1784014376000.0,1784014376094.0,1784014497594.0,1784015398845.0,0.0,376.575,376.8,377.325,5.974905397331813,1.0,25436.0,34114.0,0.3411699952822771,0.6042680424459166,0.5863718605293017,0.4957983193277311,376.85,377.25,376.75,377.4,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,1.0,long,265,99865.25,99971.25,105.99999999999397,165.34208323800001,-59.34208323800604,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,0
P373_2026-07-15_BHARTIARTL_106697323,existing_phase341,BHARTIARTL,14-Jul-2026 17:26:34,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",120,900.0,ready,1784087100000.0,1784087105599.0,1784087225707.0,1784088127708.0,0.0,1945.55,1943.9,1940.15,-8.480892292667182,-1.0,1730.0,2747.0,0.5878612716763005,-0.4430287586457954,-0.411402157164869,-0.2307692307692307,1944.0,1940.0,1943.8,1940.3,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,-1.0,short,51,98955.3,99133.8,178.5,165.15675974920003,13.343240250799965,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,1
P373_2026-07-15_ICICIBANK_106697294,existing_phase341,ICICIBANK,14-Jul-2026 17:16:57,post_close,2026-07-15,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,120,900.0,ready,1784087100000.0,1784087105598.0,1784087225707.0,1784088125709.0,0.0,1412.3,1419.15,1424.55,48.50244282376363,1.0,28259.0,7044.0,-0.7507342793446335,0.2345258375922771,0.1366120218579235,0.5081967213114754,1419.3,1424.5,1419.0,1424.6,P405_LIQUIDITY_VACUUM_CONTINUATION_FULL_DEPTH,liquidity_vacuum_continuation,1.0,long,70,99351.0,99715.0,364.0000000000032,165.25358559200004,198.74641440800315,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,1
