phase292_variant_id,repair_family,primary_pressure_column,secondary_pressure_column,interaction_column,primary_threshold_quantile,secondary_threshold_quantile,interaction_threshold_quantile,spread_state,market_bucket,side_mode,exit_horizon_ticks,selected_event_rows,symbols,trade_dates,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,annualized_denominator
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.4,0.35,0.45,NOTWIDE,ALL,PRESSURE_SIGN_REV,8,189,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.4,0.35,0.45,NOTWIDE,ALL,PRESSURE_SIGN_REV,10,189,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_ALL_ORIG_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.4,0.35,0.45,NOTWIDE,ALL,ORIG,8,189,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_ALL_ORIG_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.4,0.35,0.45,NOTWIDE,ALL,ORIG,10,189,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_OPEN_INV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.4,0.35,0.45,NOTWIDE,OPEN,INV,8,47,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_OPEN_INV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.4,0.35,0.45,NOTWIDE,OPEN,INV,10,47,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.4,0.35,0.45,NOTWIDE,OPEN,PRESSURE_SIGN_REV,8,47,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.4,0.35,0.45,NOTWIDE,OPEN,PRESSURE_SIGN_REV,10,47,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.4,0.35,0.45,NOTWIDE,OPEN,ORIG,8,47,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P40_S35_I45_NOTWIDE_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.4,0.35,0.45,NOTWIDE,OPEN,ORIG,10,47,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,ANYSPREAD,ALL,INV,8,409,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_ALL_INV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,ANYSPREAD,ALL,INV,10,409,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,ANYSPREAD,ALL,PRESSURE_SIGN_REV,8,409,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,ANYSPREAD,ALL,PRESSURE_SIGN_REV,10,409,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_ALL_ORIG_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,ANYSPREAD,ALL,ORIG,8,409,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_ALL_ORIG_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,ANYSPREAD,ALL,ORIG,10,409,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_OPEN_INV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,ANYSPREAD,OPEN,INV,8,71,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_OPEN_INV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,ANYSPREAD,OPEN,INV,10,71,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,8,71,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,10,71,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,ANYSPREAD,OPEN,ORIG,8,71,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,ANYSPREAD,OPEN,ORIG,10,71,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_ALL_INV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,NOTWIDE,ALL,INV,8,204,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_ALL_INV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,NOTWIDE,ALL,INV,10,204,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,NOTWIDE,ALL,PRESSURE_SIGN_REV,8,204,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,NOTWIDE,ALL,PRESSURE_SIGN_REV,10,204,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_ALL_ORIG_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,NOTWIDE,ALL,ORIG,8,204,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_ALL_ORIG_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,NOTWIDE,ALL,ORIG,10,204,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_OPEN_INV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,NOTWIDE,OPEN,INV,8,62,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_OPEN_INV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,NOTWIDE,OPEN,INV,10,62,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,NOTWIDE,OPEN,PRESSURE_SIGN_REV,8,62,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,NOTWIDE,OPEN,PRESSURE_SIGN_REV,10,62,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,NOTWIDE,OPEN,ORIG,8,62,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.25,NOTWIDE,OPEN,ORIG,10,62,2,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,ANYSPREAD,ALL,INV,8,300,1,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_ALL_INV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,ANYSPREAD,ALL,INV,10,300,1,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,ANYSPREAD,ALL,PRESSURE_SIGN_REV,8,300,1,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,ANYSPREAD,ALL,PRESSURE_SIGN_REV,10,300,1,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_ALL_ORIG_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,ANYSPREAD,ALL,ORIG,8,300,1,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_ALL_ORIG_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,ANYSPREAD,ALL,ORIG,10,300,1,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_OPEN_INV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,ANYSPREAD,OPEN,INV,8,13,1,7,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_OPEN_INV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,ANYSPREAD,OPEN,INV,10,13,1,7,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,8,13,1,7,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,10,13,1,7,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,ANYSPREAD,OPEN,ORIG,8,13,1,7,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,ANYSPREAD,OPEN,ORIG,10,13,1,7,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_ALL_INV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,NOTWIDE,ALL,INV,8,139,1,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_ALL_INV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,NOTWIDE,ALL,INV,10,139,1,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,NOTWIDE,ALL,PRESSURE_SIGN_REV,8,139,1,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,NOTWIDE,ALL,PRESSURE_SIGN_REV,10,139,1,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_ALL_ORIG_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,NOTWIDE,ALL,ORIG,8,139,1,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_ALL_ORIG_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,NOTWIDE,ALL,ORIG,10,139,1,8,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_OPEN_INV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,NOTWIDE,OPEN,INV,8,6,1,6,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_OPEN_INV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,NOTWIDE,OPEN,INV,10,6,1,6,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,NOTWIDE,OPEN,PRESSURE_SIGN_REV,8,6,1,6,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,NOTWIDE,OPEN,PRESSURE_SIGN_REV,10,6,1,6,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,NOTWIDE,OPEN,ORIG,8,6,1,6,1,1,0,0,fixed_initial_capital
P292_EXHAUSTION_BREADTH_P55_S45_I45_NOTWIDE_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,0.55,0.45,0.45,NOTWIDE,OPEN,ORIG,10,6,1,6,1,1,0,0,fixed_initial_capital
